13617	1	5
13617	5	0
13617	11	3000
13617	12	5000
13617	15	31
13617	2	600
13617	4	3600
13617	65	4000
13617	68	4000
13617	88	9
13617	9	0
13617	34	9082
13617	29	1
14423	13	160
22699	35	2
22699	10	0
22699	7	1
22699	67	0
22699	85	0
22699	86	0
22699	29	6
23967	13	152
23967	14	0
23967	15	31
23967	29	8
27967	35	2
27967	8	1
27967	9	0
27967	34	4000
27967	29	1
31649	13	154
31936	13	151
31967	35	2
31967	10	0
31967	7	2
31967	67	0
31967	85	0
31967	86	0
31967	29	6
32075	13	160
32075	14	0
32075	15	31
32075	29	8
34061	13	159
36075	35	2
36075	8	2
36075	9	0
36075	34	4318
36075	29	1
40393	35	2
40393	10	0
40393	7	3
40393	67	0
40393	85	0
40393	86	0
40393	29	6
40686	13	155
40686	14	0
40686	15	31
40686	29	8
41732	13	151
41982	13	159
42105	13	153
42228	13	160
42371	13	159
42540	13	155
42724	13	152
43072	13	159
43285	13	153
43824	13	152
43976	13	151
44181	13	155
44424	13	156
44686	35	2
44686	8	3
44686	9	0
44686	34	3376
44686	29	1
46206	13	153
48062	35	2
48062	10	0
48062	7	4
48062	67	0
48062	85	0
48062	86	0
48062	29	6
52062	35	2
52062	8	4
52062	9	0
52062	34	4948
52062	29	1
53322	13	152
53470	13	153
56947	13	153
57010	35	2
57010	10	0
57010	7	5
57010	67	0
57010	85	0
57010	86	0
57010	29	6
57122	13	151
57122	14	0
57122	15	31
57122	29	8
60236	13	156
60384	13	154
60497	13	155
60640	13	151
60779	13	158
61122	35	2
61122	8	5
61122	9	0
61122	34	4691
61122	29	1
62334	13	151
62528	13	151
63144	13	152
65813	35	2
65813	10	0
65813	7	6
65813	67	0
65813	85	0
65813	86	0
65813	29	6
66566	13	154
66566	14	0
66566	15	31
66566	29	8
68425	13	155
68563	13	156
68685	13	152
68810	13	152
68957	13	153
70091	13	159
70252	13	152
70391	13	157
70550	13	153
70566	35	2
70566	8	6
70566	9	0
70566	34	3143
70566	29	1
70797	13	153
