28194	1	6
28194	5	0
28194	11	3000
28194	12	5000
28194	15	31
28194	2	400
28194	4	3600
28194	49	500
28194	48	1500
28194	59	0
28194	65	4000
28194	68	4000
28194	88	2
28194	9	0
28194	34	9994
28194	29	1
33617	13	157
33746	13	151
38188	35	2
38188	10	0
38188	7	1
38188	86	0
38188	29	2
38688	35	2
38688	50	1
38688	42	0
38688	51	1
38688	44	0
38688	29	3
38688	48	1500
40188	35	2
40188	43	0
40188	45	0
40188	29	4
40189	35	2
40189	14	0
40189	15	31
40189	67	1
40189	29	6
43112	13	160
43112	29	8
43364	13	153
43588	13	154
43718	13	157
43834	13	155
43963	13	151
44085	13	166
44227	13	164
44383	13	155
44522	13	178
44679	13	153
44802	13	161
44942	13	153
45082	13	162
45227	13	151
45361	13	177
45506	13	153
45659	13	160
46013	13	154
47112	35	2
47112	8	1
47112	9	0
47112	34	4345
47112	29	1
47757	13	153
47906	13	166
48053	13	156
48176	13	154
48305	13	169
48437	13	159
48573	13	160
48730	13	161
49235	13	152
49425	13	171
51101	13	153
51261	13	166
51401	13	155
51457	35	2
51457	10	0
51457	7	2
51457	86	0
51457	29	2
51527	13	163
51654	13	167
51785	13	153
51934	13	174
51957	35	2
51957	50	1
51957	42	0
51957	51	1
51957	44	0
51957	29	3
51957	48	1500
52920	13	159
53088	13	159
53457	35	2
53457	43	0
53457	45	0
53457	29	4
53458	35	2
53458	67	0
53458	29	8
54843	13	164
54986	13	153
55120	13	176
55299	13	168
57458	35	2
57458	8	2
57458	9	0
57458	34	3020
57458	29	1
57489	13	162
57625	13	152
57837	13	154
57964	13	173
58978	13	153
59138	13	170
60214	13	172
60305	13	169
60478	35	2
60478	10	0
60478	7	3
60478	86	0
60478	29	2
60641	13	154
60978	35	2
60978	50	1
60978	42	0
60978	51	1
60978	44	0
60978	29	3
60978	48	1500
62478	35	2
62478	43	0
62478	45	0
62478	29	4
62479	35	2
62479	14	0
62479	15	31
62479	67	1
62479	29	6
64616	13	160
64616	29	8
64776	13	152
64881	13	151
64997	13	153
65108	13	159
65232	13	165
65354	13	167
65507	13	155
65620	13	180
65754	13	167
65911	13	156
66034	13	175
66168	13	168
66310	13	172
66465	13	151
67860	13	157
68064	13	151
68203	13	161
68359	13	151
68503	13	151
68616	35	2
68616	8	3
68616	9	0
68616	34	4052
68616	29	1
70409	13	158
70564	13	154
70893	13	156
72153	13	152
72668	35	2
72668	10	0
72668	7	4
72668	86	0
72668	29	2
73168	35	2
73168	50	1
73168	42	0
73168	51	1
73168	44	0
73168	29	3
73168	48	1500
74331	13	182
74488	13	154
74668	35	2
74668	43	0
74668	45	0
74668	29	4
74669	35	2
74669	67	0
74669	29	8
76175	13	154
76335	13	153
76472	13	156
76724	13	152
76859	13	162
77018	13	152
78669	35	2
78669	8	4
78669	9	0
78669	34	4153
78669	29	1
78907	13	156
79081	13	163
79318	13	153
79471	13	153
79675	13	152
81721	13	157
81882	13	163
82822	35	2
82822	10	0
82822	7	5
82822	86	0
82822	29	2
83322	35	2
83322	50	1
83322	42	0
83322	51	1
83322	44	0
83322	29	3
83322	48	1500
84822	35	2
84822	43	0
84822	45	0
84822	29	4
84823	35	2
84823	14	0
84823	15	31
84823	67	1
84823	29	6
85222	13	166
85222	29	8
85451	13	162
85579	13	157
85686	13	158
85803	13	161
85923	13	152
86044	13	152
86166	13	157
86288	13	163
86417	13	170
86555	13	164
86684	13	157
86808	13	161
86941	13	167
87068	13	151
87208	13	160
87370	13	157
87510	13	170
88958	13	151
89222	35	2
89222	8	5
89222	9	0
89222	34	3573
89222	29	1
