38796	1	5
38796	5	0
38796	11	3000
38796	12	5000
38796	15	31
38796	2	600
38796	4	60
38796	49	500
38796	48	1500
38796	59	0
38796	65	4000
38796	68	4000
38796	88	0
38796	9	0
38796	34	8450
38796	29	1
40241	13	151
40384	13	172
44459	13	158
44614	13	167
45940	13	151
46166	13	151
46753	13	152
47246	35	2
47246	10	0
47246	7	1
47246	67	0
47246	85	0
47246	86	0
47246	29	2
47746	35	2
47746	51	0
47746	44	0
47746	29	3
47746	48	1500
49246	35	2
49246	45	0
49246	29	8
51917	13	157
52064	13	156
53246	35	2
53246	8	1
53246	9	0
53246	34	3034
53246	29	1
56280	35	2
56280	10	0
56280	7	2
56280	67	0
56280	85	0
56280	86	0
56280	29	2
56780	35	2
56780	51	0
56780	44	0
56780	29	3
56780	48	1500
58280	35	2
58280	45	0
58280	29	8
58382	13	157
58511	13	170
62280	35	2
62280	8	2
62280	9	0
62280	34	3133
62280	29	1
62818	13	151
62976	13	157
65413	35	2
65413	10	0
65413	7	3
65413	67	1
65413	85	0
65413	86	0
65413	29	2
65913	35	2
65913	50	0
65913	42	0
65913	29	3
65913	48	1500
67414	35	2
67414	43	0
67414	14	0
67414	15	31
67414	29	6
67939	13	171
67939	29	8
68075	13	155
68189	13	157
68290	13	165
68419	13	151
68536	13	163
68666	13	154
68790	13	155
68917	13	158
69058	13	154
69675	13	151
69835	13	156
69944	13	155
70124	13	152
70240	13	158
70411	13	154
70592	13	152
70709	13	155
70848	13	151
71015	13	155
71222	13	155
71332	13	152
71685	13	155
71866	13	152
71939	35	2
71939	8	3
71939	9	0
71939	34	3227
71939	29	1
72014	13	155
72235	13	151
72360	13	177
72598	13	154
72722	13	152
72930	13	151
73102	13	154
73236	13	155
73509	13	152
73643	13	153
74110	13	156
74292	13	154
74449	13	166
74614	13	160
74796	13	169
74981	13	164
75163	13	155
75166	35	2
75166	10	0
75166	7	4
75166	67	1
75166	85	0
75166	86	0
75166	29	2
75308	13	153
75666	35	2
75666	50	0
75666	42	0
75666	29	3
75666	48	1500
75748	13	152
75857	13	154
77011	13	153
77166	35	2
77166	43	0
77166	14	0
77166	15	31
77166	29	6
77228	13	152
77228	29	8
77400	13	152
77509	13	152
77636	13	151
77778	13	154
77918	13	156
78057	13	151
78209	13	151
78375	13	153
78503	13	151
78696	13	152
78871	13	161
78971	13	161
79128	13	162
79284	13	153
79420	13	176
79605	13	155
79735	13	151
79874	13	175
80467	13	153
80629	13	157
80982	13	152
81205	13	162
81228	35	2
81228	8	4
81228	9	0
81228	34	4414
81228	29	1
81992	13	152
82177	13	158
82903	13	151
83018	13	153
83188	13	164
83476	13	161
83625	13	153
84075	13	153
85642	35	2
85642	10	0
85642	7	5
85642	67	0
85642	85	0
85642	86	0
85642	29	2
85758	13	152
85958	13	151
86098	13	171
86142	35	2
86142	51	0
86142	44	0
86142	29	3
86142	48	1500
86288	13	170
87525	13	152
87642	35	2
87642	45	0
87642	29	8
87923	13	154
89318	13	160
89574	13	151
89710	13	157
89868	13	157
90133	13	158
90267	13	166
90459	13	151
91642	35	2
91642	8	5
91642	9	0
91642	34	3272
91642	29	1
92297	13	154
92512	13	169
93713	13	171
94914	35	2
94914	10	0
94914	7	6
94914	67	0
94914	85	0
94914	86	0
94914	29	2
95414	35	2
95414	51	0
95414	44	0
95414	29	3
95414	48	1500
95581	13	153
95774	13	154
96909	13	155
96914	35	2
96914	45	0
96914	29	8
97195	13	152
97330	13	153
97549	13	152
97797	13	160
100003	13	151
100205	13	160
100366	13	152
100914	35	2
100914	8	6
100914	9	0
100914	34	3641
100914	29	1
102183	13	151
102379	13	158
102476	13	156
104074	13	156
104283	13	153
104419	13	168
104555	35	2
104555	10	0
104555	29	10
104555	6	0
