22500	1	5
22500	5	0
22500	11	3000
22500	12	5000
22500	15	31
22500	2	600
22500	4	360
22500	49	500
22500	48	1500
22500	59	0
22500	65	4000
22500	68	4000
22500	88	0
22500	9	0
22500	34	7394
22500	29	1
24122	13	157
24270	13	152
27691	13	154
27846	13	162
28015	13	171
29894	35	2
29894	10	0
29894	7	1
29894	67	0
29894	85	0
29894	86	0
29894	29	2
30394	35	2
30394	51	0
30394	44	0
30394	29	3
30394	48	1500
30999	13	160
31124	13	155
31456	13	169
31862	13	162
31894	35	2
31894	45	0
31894	29	8
31969	13	162
35506	13	151
35648	13	155
35798	13	156
35894	35	2
35894	8	1
35894	9	0
35894	34	3055
35894	29	1
36836	13	155
37409	13	153
37611	13	167
38013	13	151
38190	13	151
38949	35	2
38949	10	0
38949	7	2
38949	67	0
38949	85	0
38949	86	0
38949	29	2
39449	35	2
39449	51	0
39449	44	0
39449	29	3
39449	48	1500
40788	13	154
40943	13	168
40949	35	2
40949	45	0
40949	29	8
41085	13	159
41251	13	167
41433	13	152
44226	13	151
44428	13	158
44525	13	153
44949	35	2
44949	8	2
44949	9	0
44949	34	3377
44949	29	1
48326	35	2
48326	10	0
48326	7	3
48326	67	1
48326	85	0
48326	86	0
48326	29	2
48577	13	152
48713	13	173
48826	35	2
48826	50	0
48826	42	0
48826	29	3
48826	48	1500
48896	13	167
50326	35	2
50326	43	0
50326	14	0
50326	15	31
50326	29	6
51089	13	153
51089	29	8
51231	13	156
51333	13	157
51449	13	156
51568	13	156
51684	13	151
51810	13	157
51935	13	151
52125	13	156
52273	13	155
52408	13	157
52797	13	158
52899	13	154
53033	13	151
53189	13	156
53376	13	154
53658	13	162
53790	13	154
53926	13	152
54159	13	155
54280	13	155
54429	13	164
54669	13	159
54784	13	155
54945	13	159
55089	35	2
55089	8	3
55089	9	0
55089	34	4108
55089	29	1
55239	13	154
55355	13	153
55527	13	169
55886	13	159
56001	13	152
56177	13	157
56565	13	153
56686	13	158
57441	13	152
57633	13	156
57916	13	163
58081	13	152
59197	35	2
59197	10	0
59197	7	4
59197	67	0
59197	85	0
59197	86	0
59197	29	2
59697	35	2
59697	51	0
59697	44	0
59697	29	3
59697	48	1500
61082	13	151
61197	35	2
61197	45	0
61197	29	8
61245	13	157
61378	13	173
62432	13	154
62566	13	155
64330	13	151
64502	13	155
64678	13	170
65197	35	2
65197	8	4
65197	9	0
65197	34	4012
65197	29	1
65779	13	151
69209	35	2
69209	10	0
69209	7	5
69209	67	1
69209	85	0
69209	86	0
69209	29	2
69709	35	2
69709	50	0
69709	42	0
69709	29	3
69709	48	1500
70611	13	165
70779	13	155
70939	13	161
71209	35	2
71209	43	0
71209	14	0
71209	15	31
71209	29	6
72324	13	175
72324	29	8
72478	13	151
72564	13	155
72690	13	151
72813	13	156
72938	13	152
73047	13	152
73184	13	153
73345	13	155
73453	13	165
73597	13	153
73754	13	165
73931	13	154
74035	13	172
74256	13	166
74371	13	151
74548	13	152
74749	13	153
74880	13	153
75075	13	155
75271	13	157
75521	13	160
75634	13	172
76022	13	154
76184	13	155
76324	35	2
76324	8	5
76324	9	0
76324	34	3970
76324	29	1
76383	13	169
76975	13	160
78341	13	156
78579	13	153
78693	13	161
78877	13	151
79153	13	157
79264	13	153
80294	35	2
80294	10	0
80294	7	6
80294	67	1
80294	85	0
80294	86	0
80294	29	2
80794	35	2
80794	50	0
80794	42	0
80794	29	3
80794	48	1500
82294	35	2
82294	43	0
82294	14	0
82294	15	31
82294	29	6
85131	13	164
85131	29	8
85216	13	164
85302	13	160
85408	13	161
85526	13	153
85639	13	156
85768	13	156
85869	13	153
86003	13	154
86167	13	151
86276	13	168
86418	13	156
86550	13	157
86719	13	156
86834	13	187
86995	13	151
87127	13	174
87276	13	154
87627	13	151
87750	13	166
87934	13	157
88085	13	151
88338	13	151
88446	13	162
88728	13	151
88859	13	162
89131	35	2
89131	8	6
89131	9	0
89131	34	4476
89131	29	1
90319	13	152
90465	13	158
90786	13	156
90880	13	152
92699	13	158
92872	13	154
93010	13	155
93607	35	2
93607	10	0
93607	7	7
93607	67	0
93607	85	0
93607	86	0
93607	29	2
94107	35	2
94107	51	0
94107	44	0
94107	29	3
94107	48	1500
95079	13	157
95607	35	2
95607	45	0
95607	29	8
97295	13	154
97426	13	151
97554	13	156
97912	13	155
99518	13	160
99607	35	2
99607	8	7
99607	9	0
99607	34	3085
99607	29	1
99652	13	151
99865	13	158
99987	13	163
101501	13	162
101699	13	159
101792	13	171
